Item(s),transaction_id,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
9,5713,citrus fruit,root vegetables,herbs,other vegetables,butter,whipped/sour cream,mayonnaise,rum,waffles,,,,,,,,,,,,,,,,,,,,,,,
6,5714,chicken,yogurt,whipped/sour cream,frozen dessert,soda,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5715,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5716,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5717,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5718,pork,root vegetables,whole milk,UHT-milk,frozen meals,softener,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,5719,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5720,beef,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise,,,,,,,,,,,,,,,,,,,,,,,
10,5721,sausage,meat,tropical fruit,rolls/buns,margarine,bottled water,bottled beer,skin care,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,
7,5722,root vegetables,herbs,other vegetables,whole milk,butter milk,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
10,5723,chicken,pip fruit,whole milk,rolls/buns,brown bread,pastry,semi-finished bread,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,
7,5724,turkey,beef,other vegetables,whipped/sour cream,baking powder,cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
1,5725,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5726,root vegetables,herbs,whole milk,butter,curd,rolls/buns,soda,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,
6,5727,sausage,whole milk,semi-finished bread,flour,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5728,pastry,soda,canned beer,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5729,sausage,citrus fruit,pip fruit,whole milk,dessert,domestic eggs,brown bread,margarine,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
2,5730,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5731,pip fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,domestic eggs,soups,coffee,detergent,,,,,,,,,,,,,,,,,,,,,
10,5732,sausage,whole milk,yogurt,hard cheese,domestic eggs,brown bread,salty snack,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,
11,5733,ham,chicken,citrus fruit,other vegetables,whole milk,yogurt,whipped/sour cream,bottled beer,chocolate,softener,potted plants,,,,,,,,,,,,,,,,,,,,,
10,5734,meat,whole milk,dessert,soft cheese,frozen meals,rolls/buns,misc. beverages,long life bakery product,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,
5,5735,other vegetables,butter,fruit/vegetable juice,salty snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5736,meat,chicken,citrus fruit,other vegetables,whole milk,yogurt,frozen vegetables,white bread,napkins,,,,,,,,,,,,,,,,,,,,,,,
1,5737,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5738,chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
4,5739,sausage,root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5740,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5741,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5742,chicken,hamburger meat,other vegetables,frozen vegetables,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5743,hamburger meat,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5744,whole milk,curd,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5745,frankfurter,pip fruit,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5746,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5747,whole milk,mayonnaise,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5748,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5749,other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,waffles,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
2,5750,sausage,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5751,sausage,tropical fruit,root vegetables,other vegetables,whole milk,frozen vegetables,domestic eggs,flour,margarine,sugar,ketchup,baking powder,canned vegetables,bottled water,cooking chocolate,newspapers,,,,,,,,,,,,,,,,
1,5752,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5753,tropical fruit,berries,root vegetables,other vegetables,whole milk,cream cheese,frozen meals,white bread,soda,salty snack,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
2,5754,condensed milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5755,margarine,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5756,whole milk,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5757,yogurt,bottled water,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5758,processed cheese,rolls/buns,soda,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5759,grapes,rolls/buns,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5760,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5761,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5762,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5763,sausage,other vegetables,whole milk,yogurt,cream,frozen vegetables,frozen potato products,roll products,rice,cat food,misc. beverages,fruit/vegetable juice,bottled beer,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,
3,5764,pork,beverages,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5765,pork,pip fruit,root vegetables,curd,yogurt,whipped/sour cream,UHT-milk,domestic eggs,salt,margarine,ketchup,,,,,,,,,,,,,,,,,,,,,
3,5766,turkey,beef,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5767,other vegetables,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5768,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5769,hard cheese,salt,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5770,pork,hamburger meat,other vegetables,whole milk,brown bread,margarine,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
5,5771,citrus fruit,berries,curd,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5772,sausage,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5773,citrus fruit,other vegetables,frozen meals,domestic eggs,fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5774,other vegetables,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5775,Instant food products,long life bakery product,specialty chocolate,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5776,sausage,root vegetables,ice cream,white bread,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5777,frankfurter,pip fruit,hard cheese,bottled water,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5778,chicken,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5779,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5780,chicken,turkey,citrus fruit,tropical fruit,berries,onions,whole milk,yogurt,whipped/sour cream,rolls/buns,pastry,margarine,cat food,soda,kitchen utensil,potted plants,,,,,,,,,,,,,,,,
4,5781,chicken,other vegetables,dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5782,ham,tropical fruit,butter,cream cheese,domestic eggs,white bread,pastry,tea,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
7,5783,pip fruit,whole milk,yogurt,specialty cheese,domestic eggs,salty snack,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,
9,5784,sausage,chicken,pork,root vegetables,other vegetables,whole milk,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,
5,5785,ham,beef,other vegetables,yogurt,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5786,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5787,sausage,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5788,tropical fruit,other vegetables,whole milk,dessert,bottled water,soda,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
3,5789,ham,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5790,tropical fruit,rolls/buns,chocolate,chocolate marshmallow,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5791,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5792,sugar,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5793,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5794,whole milk,yogurt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5795,pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,
5,5796,rolls/buns,coffee,salty snack,long life bakery product,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5797,whole milk,whipped/sour cream,domestic eggs,bottled water,soda,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
3,5798,hamburger meat,berries,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5799,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5800,whipped/sour cream,long life bakery product,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5801,organic sausage,other vegetables,liquor (appetizer),red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5802,onions,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5803,sausage,chicken,pork,other vegetables,whole milk,butter,yogurt,margarine,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
12,5804,sausage,beef,citrus fruit,tropical fruit,berries,root vegetables,whole milk,white bread,brown bread,fruit/vegetable juice,bottled beer,cling film/bags,,,,,,,,,,,,,,,,,,,,
6,5805,root vegetables,other vegetables,whole milk,pastry,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5806,root vegetables,other vegetables,butter,rolls/buns,flour,bottled water,liquor,candy,,,,,,,,,,,,,,,,,,,,,,,,
12,5807,pork,onions,other vegetables,butter,dessert,beverages,UHT-milk,specialty cheese,frozen vegetables,rolls/buns,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,
6,5808,whole milk,curd,soda,light bulbs,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5809,ham,organic sausage,tropical fruit,pip fruit,onions,other vegetables,whole milk,butter,curd,yogurt,sliced cheese,salt,margarine,jam,bottled beer,chewing gum,abrasive cleaner,,,,,,,,,,,,,,,
12,5810,frankfurter,meat,beef,other vegetables,frozen vegetables,white bread,pastry,soups,pickled vegetables,specialty vegetables,cat food,soda,,,,,,,,,,,,,,,,,,,,
5,5811,UHT-milk,bottled water,chewing gum,cling film/bags,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5812,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5813,pip fruit,frozen meals,ice cream,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5814,tropical fruit,root vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5815,meat,organic sausage,citrus fruit,whole milk,oil,soups,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5816,other vegetables,white bread,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5817,root vegetables,other vegetables,sparkling wine,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5818,liqueur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5819,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5820,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5821,frankfurter,beef,pip fruit,root vegetables,other vegetables,curd,yogurt,margarine,sugar,,,,,,,,,,,,,,,,,,,,,,,
1,5822,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5823,sausage,tropical fruit,butter milk,spread cheese,tidbits,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
8,5824,chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,5825,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5826,condensed milk,pastry,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5827,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5828,frankfurter,meat,pork,citrus fruit,yogurt,whipped/sour cream,frozen vegetables,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,
6,5829,pork,tropical fruit,yogurt,sugar,bottled water,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5830,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5831,tropical fruit,whole milk,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5832,pork,tropical fruit,yogurt,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5833,root vegetables,other vegetables,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5834,citrus fruit,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5835,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5836,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5837,ham,pip fruit,yogurt,frozen meals,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
2,5838,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5839,beverages,UHT-milk,zwieback,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5840,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5841,citrus fruit,pip fruit,berries,frozen fish,white bread,pastry,long life bakery product,waffles,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,,
7,5842,ice cream,white bread,red/blush wine,salty snack,chocolate,specialty chocolate,dental care,,,,,,,,,,,,,,,,,,,,,,,,,
2,5843,salty snack,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5844,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5845,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5846,tropical fruit,pip fruit,berries,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5847,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5848,whole milk,frozen vegetables,pastry,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5849,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5850,coffee,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5851,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5852,butter milk,hard cheese,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5853,pork,root vegetables,other vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5854,condensed milk,tidbits,rolls/buns,coffee,bottled water,soda,misc. beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,
2,5855,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5856,frankfurter,sausage,onions,other vegetables,curd,dessert,condensed milk,soft cheese,rolls/buns,pastry,potato products,soda,rum,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,
5,5857,sausage,packaged fruit/vegetables,yogurt,rolls/buns,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5858,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5859,sausage,beef,tropical fruit,root vegetables,other vegetables,whole milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
1,5860,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5861,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5862,onions,whole milk,canned beer,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5863,tropical fruit,whole milk,yogurt,ice cream,bottled water,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
2,5864,soups,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5865,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5866,bottled water,soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5867,other vegetables,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5868,soda,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5869,frankfurter,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5870,domestic eggs,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5871,curd cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5872,butter,hard cheese,white bread,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5873,whole milk,cream cheese,roll products,napkins,dishes,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5874,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5875,tropical fruit,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5876,misc. beverages,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5877,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5878,root vegetables,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5879,ham,tropical fruit,dog food,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5880,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5881,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5882,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5883,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5884,sausage,root vegetables,packaged fruit/vegetables,yogurt,frozen potato products,brown bread,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,
4,5885,other vegetables,condensed milk,coffee,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5886,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5887,root vegetables,onions,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5888,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5889,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5890,tropical fruit,other vegetables,yogurt,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5891,citrus fruit,other vegetables,packaged fruit/vegetables,yogurt,margarine,sugar,artif. sweetener,baking powder,candles,,,,,,,,,,,,,,,,,,,,,,,
2,5892,specialty chocolate,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5893,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5894,margarine,pickled vegetables,coffee,bottled beer,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5895,other vegetables,frozen meals,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5896,tropical fruit,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5897,tropical fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5898,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5899,frankfurter,sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,flour,oil,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,
3,5900,misc. beverages,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5901,tropical fruit,grapes,other vegetables,curd,beverages,pastry,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,
4,5902,ham,whole milk,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5903,other vegetables,soft cheese,frozen meals,brown bread,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5904,tropical fruit,root vegetables,other vegetables,curd,yogurt,whipped/sour cream,cream cheese,margarine,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,
1,5905,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5906,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5907,hamburger meat,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5908,whole milk,dessert,beverages,detergent,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5909,finished products,beef,citrus fruit,yogurt,frozen potato products,pastry,soups,coffee,candy,,,,,,,,,,,,,,,,,,,,,,,
3,5910,other vegetables,yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5911,citrus fruit,other vegetables,UHT-milk,rolls/buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5912,sausage,other vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5913,sausage,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5914,pork,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5915,berries,other vegetables,yogurt,margarine,mustard,fruit/vegetable juice,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
8,5916,sausage,pip fruit,processed cheese,frozen meals,pastry,semi-finished bread,dog food,syrup,,,,,,,,,,,,,,,,,,,,,,,,
6,5917,berries,pastry,sugar,soda,chocolate,make up remover,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5918,sausage,liver loaf,ham,pip fruit,yogurt,soft cheese,sliced cheese,rolls/buns,white bread,brown bread,pastry,soda,canned beer,newspapers,shopping bags,,,,,,,,,,,,,,,,,
1,5919,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5920,other vegetables,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5921,sausage,beef,hamburger meat,other vegetables,whole milk,butter,domestic eggs,roll products,sauces,bottled beer,,,,,,,,,,,,,,,,,,,,,,
5,5922,other vegetables,curd,soups,pudding powder,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5923,frankfurter,sausage,pork,pip fruit,onions,whole milk,domestic eggs,brown bread,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,
1,5924,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5925,UHT-milk,brown bread,mustard,coffee,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5926,whole milk,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5927,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5928,liver loaf,dessert,domestic eggs,soda,cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5929,pet care,bottled water,soda,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5930,whole milk,whipped/sour cream,cream cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5931,chicken,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5932,dessert,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5933,pork,beef,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5934,beef,root vegetables,packaged fruit/vegetables,whole milk,rolls/buns,pastry,oil,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,
2,5935,soda,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5936,pet care,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5937,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5938,tropical fruit,pip fruit,whole milk,yogurt,frozen meals,rolls/buns,soda,candy,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
8,5939,chicken,root vegetables,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,
2,5940,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5941,chicken,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5942,tropical fruit,yogurt,beverages,UHT-milk,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5943,beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5944,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5945,whole milk,bottled beer,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5946,chicken,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5947,tropical fruit,yogurt,frozen dessert,domestic eggs,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5948,citrus fruit,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5949,semi-finished bread,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5950,tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
8,5951,hamburger meat,citrus fruit,tropical fruit,whole milk,yogurt,brown bread,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
7,5952,sausage,hamburger meat,whole milk,dessert,rolls/buns,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
8,5953,tropical fruit,other vegetables,pastry,long life bakery product,waffles,chocolate,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,5954,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5955,tropical fruit,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
